brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
hyundai,grand,5,34000,individual,petrol,manual,18.9,1197,82.0,5,550000.0
volkswagen,vento,10,280000,individual,diesel,manual,20.54,1598,103.6,5,300000.0
tata,tigor,3,40000,individual,petrol,manual,20.3,1199,84.0,5,470000.0
honda,city,7,77000,dealer,diesel,manual,26.0,1498,98.6,5,525000.0
datsun,go,4,15000,individual,petrol,manual,19.44,1198,67.0,7,469000.0
maruti,alto,9,60000,individual,petrol,manual,20.92,998,67.1,5,210000.0
maruti,alto,8,120000,individual,petrol,manual,22.74,796,47.3,5,200000.0
renault,kwid,2,2500,individual,petrol,manual,23.01,999,67.0,5,400000.0
jaguar,xf,8,50000,dealer,diesel,automatic,16.36,2179,187.7,5,2150000.0
maruti,celerio,5,46500,individual,petrol,manual,23.1,998,67.04,5,340000.0
maruti,alto,16,5000,individual,petrol,manual,19.7,796,46.3,5,120100.0
maruti,swift,9,68000,individual,diesel,manual,22.9,1248,74.0,5,381000.0
mercedes-benz,c-class,10,45000,dealer,diesel,automatic,14.94,2143,204.0,5,775000.0
maruti,swift dzire,4,20000,individual,diesel,manual,28.4,1248,74.02,5,700000.0
maruti,ciaz,4,106000,dealer,diesel,manual,28.09,1248,88.5,5,675000.0
honda,city,6,28000,dealer,petrol,automatic,18.0,1497,117.3,5,670000.0
mahindra,xuv500,3,50000,individual,diesel,manual,16.0,2179,140.0,7,1050000.0
bmw,x5,2,19000,individual,diesel,automatic,13.38,2993,265.0,5,4544999.999999981
honda,city,10,55000,dealer,petrol,manual,17.0,1497,118.0,5,360000.0
ford,figo,4,53000,individual,diesel,manual,25.83,1498,99.0,5,400000.0
hyundai,verna,7,89000,dealer,diesel,manual,22.32,1582,126.32,5,470000.0
maruti,alto,3,22000,individual,petrol,manual,24.7,796,47.3,5,304000.0
honda,city,7,69000,dealer,diesel,manual,26.0,1498,98.6,5,490000.0
mahindra,scorpio,5,155000,individual,diesel,manual,15.4,1997,120.0,7,864000.0
mahindra,xuv500,8,85000,dealer,diesel,manual,16.0,2179,140.0,7,480000.0
maruti,wagon r,2,3600,dealer,petrol,automatic,20.52,1197,81.8,5,575000.0
toyota,innova,6,143000,dealer,diesel,manual,12.99,2494,100.0,7,780000.0
audi,a6,3,24000,dealer,diesel,automatic,17.68,1968,174.33,5,3490000.0
mg,hector,2,28000,dealer,diesel,manual,17.41,1956,167.68,5,1699000.0
maruti,swift,2,44000,individual,diesel,manual,28.4,1248,74.0,5,800000.0
maruti,baleno,3,10000,individual,petrol,automatic,21.4,1197,83.1,5,680000.0
toyota,fortuner,11,200000,individual,diesel,manual,11.5,2982,171.0,7,1200000.0
toyota,innova,9,187031,dealer,diesel,manual,12.99,2494,100.0,8,525000.0
ford,ecosport,2,22346,dealer,petrol,manual,17.0,1497,121.36,5,955000.0
hyundai,i20,9,120000,individual,diesel,manual,21.9,1396,90.0,5,350000.0
maruti,vitara,1,1000,dealer,petrol,manual,17.03,1462,103.26,5,800000.0
maruti,alto,16,56700,individual,petrol,manual,19.7,796,46.3,5,120100.0
mahindra,xuv500,6,170000,individual,diesel,manual,16.0,2179,140.0,7,825000.0
mahindra,marazzo,2,60000,individual,diesel,manual,17.3,1497,121.0,8,1476000.0
honda,jazz,3,40000,dealer,petrol,automatic,18.2,1199,88.7,5,670000.0
maruti,alto,9,28000,dealer,petrol,manual,19.7,796,46.3,5,180000.0
hyundai,grand,4,35000,individual,petrol,manual,18.9,1197,81.86,5,490000.0
maruti,baleno,4,20000,individual,petrol,manual,21.4,1197,83.1,5,550000.0
hyundai,i10,7,40000,individual,petrol,manual,20.36,1197,78.9,5,350000.0
toyota,innova,2,35000,individual,diesel,manual,13.68,2393,147.8,8,1500000.0
ford,figo,9,74000,dealer,diesel,manual,20.0,1399,68.05,5,190000.0
renault,duster,7,46500,individual,diesel,manual,20.45,1461,83.8,5,460000.0
maruti,swift,2,8000,dealer,petrol,automatic,21.21,1197,81.8,5,650000.0
maruti,ciaz,5,120000,individual,diesel,manual,28.09,1248,88.5,5,700000.0
maruti,swift,4,34000,individual,petrol,manual,20.4,1197,81.8,5,455000.0
maruti,swift,7,54000,dealer,petrol,manual,22.0,1197,81.8,5,365000.0
maruti,swift dzire,7,11275,dealer,petrol,manual,19.1,1197,85.8,5,470000.0
toyota,fortuner,3,35000,dealer,diesel,automatic,12.9,2755,174.5,7,2950000.0
maruti,swift,9,48000,individual,diesel,manual,22.9,1248,74.0,5,400000.0
renault,duster,6,68000,dealer,diesel,manual,19.87,1461,83.8,5,550000.0
honda,civic,2,23000,dealer,petrol,automatic,13.9,1799,130.2,5,1519000.0
maruti,swift dzire,3,31500,individual,diesel,automatic,28.4,1248,74.02,5,740000.0
honda,amaze,8,73000,dealer,diesel,manual,25.8,1498,98.6,5,325000.0
hyundai,grand,1,10000,individual,petrol,automatic,20.7,1197,81.86,5,600000.0
honda,amaze,8,208000,individual,diesel,manual,25.8,1498,98.6,5,300000.0
hyundai,i10,11,30000,individual,petrol,manual,20.36,1197,78.9,5,300000.0
maruti,wagon r,5,83000,dealer,cng,manual,26.6,998,58.16,5,345000.0
mahindra,scorpio,3,60000,individual,diesel,manual,15.4,2523,75.0,7,900000.0
mahindra,xuv500,5,83000,dealer,diesel,manual,16.0,1997,140.0,7,1025000.0
isuzu,d-max,4,58132,dealer,diesel,manual,12.4,2499,134.0,5,1450000.0
maruti,swift,6,34000,individual,petrol,manual,20.4,1197,81.8,5,400000.0
honda,amaze,7,45120,dealer,diesel,manual,25.8,1498,98.6,5,367000.0
hyundai,grand,2,15000,individual,petrol,automatic,18.9,1197,81.86,5,535000.0
maruti,ertiga,2,15000,individual,petrol,manual,19.34,1462,103.0,7,805000.0
mg,hector,1,1000,dealer,petrol,manual,15.81,1451,141.0,5,1488000.0
hyundai,i10,9,64000,individual,petrol,manual,20.36,1197,78.9,5,250000.0
mercedes-benz,e-class,10,98000,dealer,diesel,automatic,14.21,2143,203.0,5,700000.0
maruti,vitara,5,65000,dealer,diesel,manual,24.3,1248,88.5,5,675000.0
maruti,swift,6,84000,dealer,diesel,manual,28.4,1248,74.0,5,425000.0
maruti,alto,6,33000,individual,petrol,manual,22.74,796,47.3,5,260000.0
honda,city,5,55670,dealer,petrol,manual,17.8,1497,117.3,5,700000.0
maruti,baleno,4,50000,individual,diesel,manual,27.39,1248,74.0,5,560000.0
hyundai,verna,15,148000,individual,diesel,manual,16.8,1493,110.0,5,155000.0
porsche,cayenne,5,47000,dealer,diesel,automatic,15.15,2967,240.0,5,4544999.999999981
maruti,ertiga,2,18000,dealer,petrol,manual,19.01,1462,103.26,7,800000.0
bmw,3,10,52420,dealer,diesel,automatic,22.69,1995,190.0,5,750000.0
hyundai,grand,6,10000,individual,petrol,manual,18.9,1197,82.0,5,350000.0
toyota,innova,5,40000,individual,diesel,manual,13.68,2393,147.8,8,1380000.0
mahindra,scorpio,6,50000,individual,diesel,manual,15.4,2179,120.0,7,1000000.0
maruti,ertiga,3,50000,individual,petrol,manual,17.5,1373,91.1,7,700000.0
maruti,swift dzire,12,76963,individual,petrol,manual,17.5,1298,85.8,5,230000.0
bmw,5,5,52890,dealer,diesel,automatic,18.12,1995,190.0,5,2800000.0
maruti,alto,5,45000,dealer,cng,manual,30.46,796,47.3,5,350000.0
maruti,baleno,3,25000,individual,diesel,manual,27.39,1248,74.0,5,825000.0
renault,kwid,3,10103,dealer,petrol,manual,25.17,799,53.3,5,325000.0
bmw,x1,7,24000,dealer,diesel,automatic,17.05,1995,184.0,5,1675000.0
mahindra,xuv500,7,47240,dealer,diesel,manual,15.1,2179,140.0,7,800000.0
maruti,celerio,2,30000,individual,petrol,manual,23.1,998,67.04,5,400000.0
toyota,innova,3,58000,dealer,diesel,manual,13.68,2393,147.51,7,1750000.0
audi,a4,8,65000,dealer,diesel,automatic,16.55,1968,147.51,5,1200000.0
hyundai,i20,6,35213,dealer,diesel,manual,22.54,1396,88.73,5,535000.0
hyundai,grand,6,35000,individual,petrol,manual,18.9,1197,82.0,5,356000.0
mahindra,xuv500,9,92000,dealer,diesel,manual,16.0,2179,140.0,7,550000.0
maruti,eeco,3,34500,dealer,cng,manual,21.94,1196,61.7,5,360000.0
maruti,ertiga,4,50000,individual,diesel,manual,24.52,1248,88.5,7,700000.0
hyundai,grand,5,30000,individual,petrol,manual,18.9,1197,82.0,5,390000.0
toyota,fortuner,9,51000,dealer,diesel,automatic,12.55,2982,168.7,7,1245000.0
mahindra,xuv500,4,60000,individual,diesel,automatic,16.0,2179,140.0,7,1150000.0
maruti,wagon r,10,83000,dealer,petrol,manual,18.9,998,67.1,5,180000.0
skoda,rapid,7,70000,dealer,petrol,manual,15.0,1598,103.52,5,425000.0
ford,freestyle,2,50000,individual,petrol,manual,19.0,1194,94.68,5,650000.0
maruti,swift,9,60000,individual,diesel,manual,22.9,1248,74.0,5,400000.0
honda,city,12,51000,dealer,petrol,manual,17.0,1497,118.0,5,275000.0
maruti,alto,10,40000,individual,petrol,manual,19.7,796,46.3,5,170000.0
skoda,superb,11,100000,individual,petrol,manual,13.14,1798,157.8,5,235000.0
mercedes-benz,c-class,10,160000,individual,diesel,automatic,14.84,2143,170.0,5,700000.0
maruti,alto,7,70000,individual,petrol,manual,23.95,998,67.05,5,250000.0
maruti,swift,8,70000,individual,petrol,manual,18.6,1197,85.8,5,350000.0
hyundai,i20,5,50000,individual,petrol,manual,18.6,1197,81.83,5,480000.0
maruti,swift dzire,4,30000,dealer,petrol,automatic,21.21,1197,81.8,5,690000.0
maruti,ciaz,6,60000,individual,diesel,manual,26.21,1248,88.5,5,670000.0
maruti,alto,10,50000,individual,petrol,manual,20.92,998,67.1,5,250000.0
mahindra,scorpio,4,42000,dealer,diesel,manual,15.4,2523,75.0,7,935000.0
hyundai,verna,2,15000,individual,petrol,manual,17.0,1591,121.3,5,1030000.0
maruti,wagon r,16,33650,individual,petrol,manual,18.9,998,67.1,5,120100.0
hyundai,i20,6,35000,individual,petrol,manual,18.6,1197,81.83,5,470000.0
maruti,swift,6,30000,individual,petrol,manual,20.4,1197,81.8,5,370000.0
maruti,celerio,3,100000,individual,petrol,automatic,23.1,998,67.04,5,450000.0
maruti,wagon r,5,58000,dealer,cng,manual,26.2,998,58.2,5,275000.0
maruti,swift dzire,2,4000,individual,petrol,automatic,21.21,1197,81.8,5,731000.0
maruti,wagon r,5,60000,individual,petrol,manual,20.51,998,67.04,5,380000.0
tata,nexon,3,60000,individual,diesel,manual,21.5,1497,108.5,5,900000.0
honda,amaze,5,34000,dealer,petrol,manual,18.0,1198,86.7,5,500000.0
datsun,go,4,42000,individual,petrol,manual,20.63,1198,67.06,5,330000.0
tata,hexa,3,60000,individual,diesel,manual,17.6,2179,153.86,7,1400000.0
hyundai,verna,8,80000,individual,diesel,manual,22.32,1582,126.3,5,540000.0
mahindra,bolero,13,120000,individual,diesel,manual,13.6,2523,63.0,7,375000.0
toyota,fortuner,5,50000,dealer,petrol,automatic,10.26,2694,163.7,7,2600000.0
ford,ecosport,5,35200,dealer,petrol,automatic,14.7,1496,120.69,5,725000.0
hyundai,i20,1,3700,trustmark dealer,petrol,manual,18.6,1197,81.86,5,765000.0
maruti,wagon r,5,25000,individual,petrol,manual,20.51,998,67.04,5,380000.0
toyota,fortuner,4,64000,dealer,diesel,automatic,12.9,2755,174.5,7,2625000.0
mahindra,xuv500,8,50000,dealer,diesel,manual,15.1,2179,140.0,7,621000.0
maruti,swift dzire,2,15000,individual,petrol,manual,21.21,1197,81.8,5,600000.0
mahindra,xuv300,2,30000,individual,petrol,manual,17.0,1197,110.0,5,1130000.0
maruti,swift dzire,1,35000,individual,petrol,manual,21.21,1197,81.8,5,670000.0
ford,endeavour,4,62876,dealer,diesel,automatic,10.91,3198,197.0,7,2875000.0
honda,amaze,6,70000,individual,diesel,manual,25.8,1498,98.6,5,350000.0
maruti,swift dzire,6,84003,individual,diesel,manual,26.59,1248,74.0,5,530000.0
mahindra,thar,4,55000,dealer,diesel,manual,16.55,2498,105.0,6,850000.0
maruti,alto,5,42000,dealer,cng,manual,33.44,796,40.3,4,260000.0
maruti,alto,8,31000,dealer,petrol,manual,20.92,998,67.1,5,230000.0
ford,ecosport,8,80000,dealer,diesel,manual,22.7,1498,89.84,5,475000.0
tata,nexon,2,6000,individual,petrol,manual,17.0,1198,108.5,5,750000.0
land rover,rover,2,12000,dealer,diesel,automatic,12.63,2179,147.5,5,4000000.0
skoda,superb,8,65000,dealer,diesel,manual,17.2,1968,138.1,5,499000.0
honda,jazz,4,30000,dealer,petrol,manual,18.7,1199,88.7,5,525000.0
hyundai,i20,7,10000,individual,petrol,manual,18.6,1197,81.83,5,535000.0
maruti,dzire vxi,5,62150,dealer,petrol,manual,23.26,1197,88.5,5,485000.0
mahindra,xuv500,6,47300,dealer,diesel,manual,15.1,2179,140.0,7,745000.0
ford,aspire,6,63000,dealer,diesel,manual,25.83,1498,99.0,5,475000.0
hyundai,grand,7,80000,individual,diesel,manual,24.0,1120,70.0,5,300000.0
volvo,s90,5,20400,dealer,diesel,automatic,18.0,1969,190.0,5,3650000.0
maruti,alto,5,71000,dealer,petrol,manual,24.7,796,47.3,5,299000.0
maruti,ertiga,4,52000,dealer,diesel,manual,24.52,1248,88.5,7,695000.0
hyundai,i20,8,70000,individual,petrol,manual,18.5,1197,82.85,5,400000.0
hyundai,grand,1,20000,individual,petrol,manual,20.7,1197,81.86,5,650000.0
hyundai,grand,6,70000,individual,diesel,manual,24.0,1120,70.0,5,455000.0
maruti,wagon r,13,100000,individual,petrol,manual,18.9,1061,67.0,5,150000.0
honda,amaze,3,50000,individual,petrol,manual,17.8,1198,86.7,5,550000.0
hyundai,i20,6,67000,dealer,diesel,manual,22.54,1396,88.73,5,500000.0
hyundai,verna,8,70000,dealer,diesel,manual,22.32,1582,126.3,5,365000.0
honda,amaze,2,21100,dealer,petrol,automatic,18.1,1199,88.7,5,775000.0
hyundai,grand,6,50000,individual,petrol,manual,18.9,1197,82.0,5,310000.0
hyundai,venue,2,27594,trustmark dealer,petrol,manual,18.27,998,118.35,5,995000.0
hyundai,i10,9,70000,individual,petrol,manual,19.81,1086,68.05,5,190000.0
toyota,innova,5,37000,dealer,diesel,automatic,11.36,2755,171.5,7,1575000.0
honda,wr-v,2,25000,individual,petrol,manual,17.5,1199,88.7,5,906000.0
ford,ecosport,4,35000,individual,diesel,manual,23.0,1498,98.96,5,785000.0
maruti,alto,10,11266,dealer,petrol,manual,20.92,998,67.1,5,235000.0
maruti,xl6,2,12005,dealer,petrol,automatic,17.99,1462,103.2,6,1200000.0
mahindra,bolero,8,80000,individual,diesel,manual,15.96,2523,62.1,7,470000.0
honda,city,10,119000,individual,petrol,manual,17.0,1497,118.0,5,400000.0
kia,seltos,1,3500,dealer,petrol,automatic,16.8,1497,113.4,5,1490000.0
maruti,baleno,2,11000,dealer,petrol,manual,21.4,1197,83.1,5,535000.0
skoda,rapid,5,47612,dealer,diesel,manual,21.13,1498,108.6,5,590000.0
renault,kwid,5,41000,individual,petrol,manual,25.17,799,53.3,5,235000.0
hyundai,creta,2,21000,dealer,petrol,manual,15.8,1591,121.3,5,1250000.0
maruti,wagon r,6,120000,individual,petrol,manual,20.51,998,67.04,5,300000.0
bmw,x1,2,22450,dealer,diesel,automatic,20.68,1995,190.0,5,3011000.0
maruti,swift,1,10000,individual,petrol,manual,21.21,1197,81.8,5,615000.0
renault,kwid,5,50000,individual,petrol,manual,25.17,799,53.3,5,250000.0
mahindra,xuv500,6,42000,dealer,diesel,manual,16.0,2179,140.0,7,925000.0
maruti,swift dzire,2,14000,dealer,diesel,manual,19.3,1248,73.9,5,725000.0
renault,kwid,3,10000,individual,petrol,manual,23.01,999,67.0,5,350000.0
maruti,wagon r,4,70000,individual,petrol,manual,20.51,998,67.04,5,360000.0
honda,city,6,70000,individual,diesel,manual,25.1,1498,98.6,5,700000.0
mahindra,xuv500,3,50000,individual,diesel,automatic,15.1,2179,152.87,7,1300000.0
volkswagen,polo,10,64471,dealer,petrol,manual,15.26,1598,103.5,5,285000.0
maruti,wagon r,17,50000,individual,petrol,manual,18.9,998,67.1,5,120100.0
maruti,ignis,3,20000,individual,petrol,automatic,20.89,1197,81.8,5,550000.0
honda,amaze,4,33869,dealer,petrol,manual,17.8,1198,86.7,5,527000.0
mahindra,bolero,9,63497,individual,diesel,manual,15.96,2523,62.1,7,396000.0
maruti,swift dzire,7,70000,individual,petrol,manual,19.1,1197,85.8,5,384000.0
hyundai,i10,12,67000,individual,petrol,manual,20.36,1197,78.9,5,210000.0
maruti,swift,6,50000,individual,diesel,manual,25.2,1248,74.0,5,500000.0
datsun,redigo,3,20000,individual,petrol,manual,22.7,799,53.64,5,210000.0
hyundai,verna,9,57000,dealer,petrol,manual,17.01,1591,121.3,5,425000.0
mahindra,bolero,10,30000,individual,diesel,manual,13.6,2523,63.0,7,425000.0
maruti,swift dzire,3,80000,individual,diesel,automatic,28.4,1248,74.02,5,495000.0
maruti,alto,5,50000,individual,petrol,manual,24.7,796,47.3,5,220000.0
tata,safari,10,190000,individual,diesel,manual,11.57,2179,138.1,7,218000.0
mahindra,bolero,3,60000,individual,diesel,manual,15.96,2523,62.1,7,750000.0
maruti,ciaz,4,60000,dealer,petrol,automatic,19.12,1373,91.1,5,715000.0
audi,a6,7,21000,dealer,diesel,automatic,17.68,1968,174.33,5,1800000.0
maruti,alto,1,5000,individual,petrol,manual,22.05,796,47.3,5,350000.0
renault,kwid,2,25000,individual,petrol,manual,25.17,799,53.3,5,300000.0
maruti,alto,11,100000,individual,petrol,manual,20.92,998,67.1,5,168000.0
land rover,rover,9,175000,individual,diesel,automatic,11.8,2993,241.6,7,2500000.0
mercedes-benz,e-class,9,86500,dealer,diesel,automatic,14.21,2143,203.0,5,1400000.0
maruti,swift dzire,9,120000,individual,diesel,manual,19.3,1248,73.9,5,350000.0
hyundai,verna,8,76300,individual,diesel,manual,22.32,1582,126.32,5,480000.0
renault,kwid,2,10000,individual,petrol,automatic,24.04,999,67.0,5,400000.0
hyundai,grand,2,36000,dealer,petrol,manual,18.9,1197,81.86,5,495000.0
mahindra,kuv,5,26000,individual,petrol,manual,18.15,1198,82.0,6,420000.0
maruti,swift dzire,3,100000,individual,diesel,manual,23.4,1248,74.0,5,531000.0
ford,ecosport,2,4000,individual,petrol,manual,17.0,1497,121.36,5,800000.0
maruti,swift dzire,6,86000,individual,diesel,manual,26.59,1248,74.0,5,550000.0
volkswagen,vento,9,81000,dealer,diesel,manual,20.54,1598,103.6,5,465000.0
maruti,alto,9,41321,dealer,petrol,manual,19.7,796,46.3,5,185000.0
mahindra,bolero,10,46000,individual,diesel,manual,13.6,2523,63.0,7,340000.0
honda,city,12,75000,dealer,petrol,manual,16.9,1497,100.0,5,340000.0
maruti,wagon r,12,113000,dealer,petrol,manual,21.79,998,67.05,5,135000.0
hyundai,verna,3,15000,dealer,diesel,automatic,19.08,1582,126.2,5,1225000.0
honda,amaze,6,16942,dealer,petrol,manual,18.0,1198,86.7,5,439000.0
honda,jazz,5,29484,dealer,petrol,manual,18.7,1199,88.7,5,465000.0
maruti,swift dzire,6,84405,individual,diesel,manual,26.59,1248,74.0,5,530000.0
maruti,swift dzire,4,30000,individual,petrol,manual,21.21,1197,81.8,5,650000.0
maruti,swift,4,14838,individual,petrol,manual,22.0,1197,81.8,5,525000.0
honda,city,3,31318,trustmark dealer,petrol,manual,17.8,1497,117.3,5,885000.0
maruti,wagon r,14,63000,dealer,petrol,manual,21.79,998,67.05,5,120100.0
toyota,innova,9,120000,individual,diesel,manual,12.99,2494,100.0,7,860000.0
maruti,vitara,5,50000,individual,diesel,manual,24.3,1248,88.5,5,810000.0
maruti,swift dzire,9,74600,individual,diesel,manual,19.3,1248,73.9,5,410000.0
tata,safari,12,80000,individual,diesel,manual,13.93,2179,138.1,7,175000.0
maruti,swift dzire,6,66000,dealer,petrol,manual,20.85,1197,83.14,5,400000.0
honda,city,3,31543,dealer,petrol,manual,16.8,1497,116.3,5,875000.0
toyota,innova,3,80000,individual,diesel,manual,13.68,2393,147.8,8,1350000.0
maruti,swift,7,60000,individual,diesel,manual,25.2,1248,74.0,5,450000.0
honda,city,6,50000,individual,diesel,manual,25.1,1498,98.6,5,700000.0
audi,q7,8,28000,dealer,diesel,automatic,12.07,2967,241.4,7,2650000.0
maruti,swift dzire,9,60000,individual,petrol,manual,17.5,1197,85.8,5,350000.0
maruti,celerio,3,18000,individual,petrol,manual,21.63,998,67.0,5,460000.0
maruti,alto,10,35000,individual,petrol,manual,20.92,998,67.1,5,220000.0
hyundai,creta,4,48000,dealer,diesel,manual,19.67,1582,126.2,5,990000.0
mahindra,scorpio,5,50000,individual,diesel,manual,15.4,1997,120.0,7,950000.0
mahindra,bolero,9,120000,individual,diesel,manual,15.96,2523,62.1,7,460000.0
maruti,eeco,9,20000,individual,cng,manual,15.1,1196,73.0,5,220000.0
mahindra,thar,3,50000,individual,diesel,manual,16.55,2498,105.0,6,900000.0
volkswagen,vento,6,53837,dealer,petrol,automatic,16.93,1197,103.2,5,575000.0
toyota,fortuner,6,48000,dealer,diesel,automatic,12.55,2982,168.5,7,1930000.0
maruti,swift,8,32000,individual,petrol,manual,18.6,1197,85.8,5,475000.0
renault,triber,1,1784,dealer,petrol,manual,20.0,999,71.0,7,660000.0
bmw,3,10,98955,dealer,diesel,automatic,13.2,1995,170.0,5,575000.0
toyota,innova,8,52000,dealer,diesel,manual,12.99,2494,100.0,7,625000.0
hyundai,creta,3,39000,dealer,petrol,automatic,13.0,1591,121.3,5,1250000.0
mahindra,kuv,5,78000,dealer,diesel,manual,25.32,1198,77.0,6,425000.0
datsun,go,5,58000,individual,petrol,manual,19.44,1198,67.0,7,460000.0
audi,a4,3,34500,individual,diesel,automatic,18.25,1968,187.74,5,3000000.0
volkswagen,polo,11,60000,individual,petrol,manual,16.47,1198,73.9,5,200000.0
maruti,alto,8,76000,dealer,petrol,manual,20.92,998,67.1,5,211000.0
maruti,ertiga,6,51000,individual,diesel,manual,20.77,1248,88.76,7,600000.0
bmw,3,7,23746,dealer,diesel,automatic,22.69,1995,190.0,5,1600000.0
maruti,alto,10,55780,dealer,petrol,manual,20.92,998,67.1,5,220000.0
mahindra,scorpio,4,100000,individual,diesel,manual,15.4,1997,120.0,7,880000.0
hyundai,i10,9,73000,dealer,petrol,manual,19.81,1086,68.05,5,240000.0
mahindra,scorpio,4,20000,individual,diesel,manual,15.4,2523,75.0,7,800000.0
tata,tiago,4,42000,dealer,diesel,manual,27.28,1047,69.0,5,435000.0
maruti,alto,14,52235,dealer,petrol,manual,19.7,796,46.3,5,120100.0
renault,duster,7,56000,dealer,diesel,manual,20.45,1461,83.8,5,450000.0
maruti,alto,9,37000,dealer,petrol,manual,20.92,998,67.1,5,250000.0
maruti,swift dzire,8,70000,individual,diesel,manual,23.4,1248,74.0,5,385000.0
maruti,swift dzire,8,138000,individual,diesel,manual,23.4,1248,74.0,5,400000.0
maruti,eeco,3,22000,individual,cng,manual,21.94,1196,61.7,5,480000.0
honda,amaze,6,41604,trustmark dealer,petrol,manual,18.0,1198,86.7,5,400000.0
maruti,ciaz,4,70000,dealer,diesel,manual,26.32,1498,93.87,5,650000.0
jaguar,xf,8,30150,dealer,diesel,automatic,16.36,2179,187.7,5,2011000.0
ford,ecosport,4,39884,dealer,diesel,manual,23.0,1498,98.96,5,880000.0
